iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,tests_units
ABW,Aruba,3/13/2020,2,2,0,0,18.733,18.733,0,0,,,,,
ABW,Aruba,3/20/2020,4,2,0,0,37.465,18.733,0,0,,,,,
ABW,Aruba,3/24/2020,12,8,0,0,112.395,74.93,0,0,,,,,
ABW,Aruba,3/25/2020,17,5,0,0,159.227,46.831,0,0,,,,,
ABW,Aruba,3/26/2020,19,2,0,0,177.959,18.733,0,0,,,,,
ABW,Aruba,3/27/2020,28,9,0,0,262.256,84.296,0,0,,,,,
ABW,Aruba,3/28/2020,28,0,0,0,262.256,0,0,0,,,,,
ABW,Aruba,3/29/2020,28,0,0,0,262.256,0,0,0,,,,,
ABW,Aruba,3/30/2020,50,22,0,0,468.314,206.058,0,0,,,,,
ABW,Aruba,4/1/2020,55,5,0,0,515.145,46.831,0,0,,,,,
ABW,Aruba,4/2/2020,55,0,0,0,515.145,0,0,0,,,,,
ABW,Aruba,4/3/2020,60,5,0,0,561.977,46.831,0,0,,,,,
ABW,Aruba,4/4/2020,62,2,0,0,580.709,18.733,0,0,,,,,
ABW,Aruba,4/5/2020,64,2,0,0,599.442,18.733,0,0,,,,,
ABW,Aruba,4/6/2020,64,0,0,0,599.442,0,0,0,,,,,
ABW,Aruba,4/7/2020,71,7,0,0,665.006,65.564,0,0,,,,,
ABW,Aruba,4/8/2020,74,3,0,0,693.105,28.099,0,0,,,,,
ABW,Aruba,4/9/2020,77,3,0,0,721.203,28.099,0,0,,,,,
ABW,Aruba,4/10/2020,82,5,0,0,768.035,46.831,0,0,,,,,
ABW,Aruba,4/11/2020,86,4,0,0,805.5,37.465,0,0,,,,,
ABW,Aruba,4/12/2020,92,6,0,0,861.698,56.198,0,0,,,,,
ABW,Aruba,4/13/2020,92,0,0,0,861.698,0,0,0,,,,,
ABW,Aruba,4/14/2020,92,0,0,0,861.698,0,0,0,,,,,
ABW,Aruba,4/15/2020,92,0,0,0,861.698,0,0,0,,,,,
ABW,Aruba,4/16/2020,93,1,1,1,871.064,9.366,9.366,9.366,,,,,
ABW,Aruba,4/17/2020,95,2,1,0,889.796,18.733,9.366,0,,,,,
ABW,Aruba,4/18/2020,96,1,2,1,899.163,9.366,18.733,9.366,,,,,
ABW,Aruba,4/19/2020,96,0,2,0,899.163,0,18.733,0,,,,,
ABW,Aruba,4/20/2020,97,1,2,0,908.529,9.366,18.733,0,,,,,
AFG,Afghanistan,12/31/2019,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/1/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/2/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/3/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/4/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/5/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/6/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/7/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/8/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/9/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/10/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/11/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/12/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/13/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/14/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/15/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/16/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/17/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/18/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/19/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/20/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/21/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/22/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/23/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/24/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/25/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/26/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/27/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/28/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/29/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/30/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,1/31/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/1/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/2/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/3/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/4/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/5/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/6/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/7/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/8/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/9/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/10/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/11/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/12/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/13/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/14/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/15/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/16/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/17/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/18/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/19/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/20/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/21/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/22/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/23/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/24/2020,0,0,0,0,0,0,0,0,,,,,
AFG,Afghanistan,2/25/2020,1,1,0,0,0.026,0.026,0,0,,,,,
AFG,Afghanistan,2/26/2020,1,0,0,0,0.026,0,0,0,,,,,
AFG,Afghanistan,2/27/2020,1,0,0,0,0.026,0,0,0,,,,,
AFG,Afghanistan,2/28/2020,1,0,0,0,0.026,0,0,0,,,,,
AFG,Afghanistan,2/29/2020,1,0,0,0,0.026,0,0,0,,,,,
AFG,Afghanistan,3/1/2020,1,0,0,0,0.026,0,0,0,,,,,
AFG,Afghanistan,3/2/2020,1,0,0,0,0.026,0,0,0,,,,,
AFG,Afghanistan,3/8/2020,4,3,0,0,0.103,0.077,0,0,,,,,
AFG,Afghanistan,3/11/2020,7,3,0,0,0.18,0.077,0,0,,,,,
AFG,Afghanistan,3/15/2020,10,3,0,0,0.257,0.077,0,0,,,,,
AFG,Afghanistan,3/16/2020,16,6,0,0,0.411,0.154,0,0,,,,,
AFG,Afghanistan,3/17/2020,21,5,0,0,0.539,0.128,0,0,,,,,
AFG,Afghanistan,3/18/2020,22,1,0,0,0.565,0.026,0,0,,,,,
AFG,Afghanistan,3/19/2020,22,0,0,0,0.565,0,0,0,,,,,
AFG,Afghanistan,3/20/2020,22,0,0,0,0.565,0,0,0,,,,,
AFG,Afghanistan,3/21/2020,24,2,0,0,0.617,0.051,0,0,,,,,
AFG,Afghanistan,3/22/2020,24,0,0,0,0.617,0,0,0,,,,,
AFG,Afghanistan,3/23/2020,34,10,0,0,0.873,0.257,0,0,,,,,
AFG,Afghanistan,3/24/2020,40,6,1,1,1.028,0.154,0.026,0.026,,,,,
AFG,Afghanistan,3/25/2020,42,2,1,0,1.079,0.051,0.026,0,,,,,
AFG,Afghanistan,3/26/2020,75,33,1,0,1.927,0.848,0.026,0,,,,,
AFG,Afghanistan,3/27/2020,75,0,1,0,1.927,0,0.026,0,,,,,
AFG,Afghanistan,3/28/2020,91,16,2,1,2.338,0.411,0.051,0.026,,,,,
AFG,Afghanistan,3/29/2020,106,15,3,1,2.723,0.385,0.077,0.026,,,,,
AFG,Afghanistan,3/30/2020,114,8,4,1,2.928,0.206,0.103,0.026,,,,,
AFG,Afghanistan,3/31/2020,141,27,4,0,3.622,0.694,0.103,0,,,,,
AFG,Afghanistan,4/1/2020,166,25,4,0,4.264,0.642,0.103,0,,,,,
AFG,Afghanistan,4/2/2020,192,26,4,0,4.932,0.668,0.103,0,,,,,
AFG,Afghanistan,4/3/2020,235,43,4,0,6.037,1.105,0.103,0,,,,,
AFG,Afghanistan,4/4/2020,235,0,4,0,6.037,0,0.103,0,,,,,
AFG,Afghanistan,4/5/2020,270,35,5,1,6.936,0.899,0.128,0.026,,,,,
AFG,Afghanistan,4/6/2020,299,29,7,2,7.681,0.745,0.18,0.051,,,,,
AFG,Afghanistan,4/7/2020,337,38,7,0,8.657,0.976,0.18,0,,,,,
AFG,Afghanistan,4/8/2020,367,30,11,4,9.428,0.771,0.283,0.103,,,,,
AFG,Afghanistan,4/9/2020,423,56,14,3,10.866,1.439,0.36,0.077,,,,,
AFG,Afghanistan,4/10/2020,484,61,15,1,12.433,1.567,0.385,0.026,,,,,
AFG,Afghanistan,4/11/2020,521,37,15,0,13.384,0.95,0.385,0,,,,,
AFG,Afghanistan,4/12/2020,555,34,18,3,14.257,0.873,0.462,0.077,,,,,
AFG,Afghanistan,4/13/2020,607,52,18,0,15.593,1.336,0.462,0,,,,,
AFG,Afghanistan,4/14/2020,665,58,21,3,17.083,1.49,0.539,0.077,,,,,
AFG,Afghanistan,4/15/2020,714,49,23,2,18.341,1.259,0.591,0.051,,,,,
AFG,Afghanistan,4/16/2020,784,70,25,2,20.14,1.798,0.642,0.051,,,,,
AFG,Afghanistan,4/17/2020,794,10,29,4,20.396,0.257,0.745,0.103,,,,,
AFG,Afghanistan,4/18/2020,845,51,30,1,21.707,1.31,0.771,0.026,,,,,
AFG,Afghanistan,4/19/2020,908,63,30,0,23.325,1.618,0.771,0,,,,,
AFG,Afghanistan,4/20/2020,996,88,33,3,25.585,2.261,0.848,0.077,,,,,
AGO,Angola,3/22/2020,2,2,0,0,0.061,0.061,0,0,,,,,
AGO,Angola,3/23/2020,2,0,0,0,0.061,0,0,0,,,,,
AGO,Angola,3/24/2020,2,0,0,0,0.061,0,0,0,,,,,
AGO,Angola,3/25/2020,2,0,0,0,0.061,0,0,0,,,,,
AGO,Angola,3/26/2020,2,0,0,0,0.061,0,0,0,,,,,
AGO,Angola,3/27/2020,3,1,0,0,0.091,0.03,0,0,,,,,
AGO,Angola,3/28/2020,4,1,0,0,0.122,0.03,0,0,,,,,
AGO,Angola,3/29/2020,4,0,0,0,0.122,0,0,0,,,,,
AGO,Angola,3/30/2020,7,3,2,2,0.213,0.091,0.061,0.061,,,,,
AGO,Angola,3/31/2020,7,0,2,0,0.213,0,0.061,0,,,,,
AGO,Angola,4/1/2020,7,0,2,0,0.213,0,0.061,0,,,,,
AGO,Angola,4/2/2020,8,1,2,0,0.243,0.03,0.061,0,,,,,
AGO,Angola,4/3/2020,8,0,2,0,0.243,0,0.061,0,,,,,
AGO,Angola,4/4/2020,8,0,2,0,0.243,0,0.061,0,,,,,
AGO,Angola,4/5/2020,10,2,2,0,0.304,0.061,0.061,0,,,,,
AGO,Angola,4/6/2020,14,4,2,0,0.426,0.122,0.061,0,,,,,
AGO,Angola,4/7/2020,16,2,2,0,0.487,0.061,0.061,0,,,,,
AGO,Angola,4/8/2020,17,1,2,0,0.517,0.03,0.061,0,,,,,
AGO,Angola,4/9/2020,19,2,2,0,0.578,0.061,0.061,0,,,,,
AGO,Angola,4/10/2020,19,0,2,0,0.578,0,0.061,0,,,,,
AGO,Angola,4/11/2020,19,0,2,0,0.578,0,0.061,0,,,,,
AGO,Angola,4/12/2020,19,0,2,0,0.578,0,0.061,0,,,,,
AGO,Angola,4/13/2020,19,0,2,0,0.578,0,0.061,0,,,,,
AGO,Angola,4/14/2020,19,0,2,0,0.578,0,0.061,0,,,,,
AGO,Angola,4/15/2020,19,0,2,0,0.578,0,0.061,0,,,,,
AGO,Angola,4/16/2020,19,0,2,0,0.578,0,0.061,0,,,,,
AGO,Angola,4/17/2020,19,0,2,0,0.578,0,0.061,0,,,,,
AGO,Angola,4/18/2020,19,0,2,0,0.578,0,0.061,0,,,,,
AGO,Angola,4/19/2020,24,5,2,0,0.73,0.152,0.061,0,,,,,
AGO,Angola,4/20/2020,24,0,2,0,0.73,0,0.061,0,,,,,
AIA,Anguilla,3/27/2020,2,2,0,0,133.316,133.316,0,0,,,,,
AIA,Anguilla,3/28/2020,2,0,0,0,133.316,0,0,0,,,,,
AIA,Anguilla,3/29/2020,2,0,0,0,133.316,0,0,0,,,,,
AIA,Anguilla,3/30/2020,2,0,0,0,133.316,0,0,0,,,,,
AIA,Anguilla,3/31/2020,2,0,0,0,133.316,0,0,0,,,,,
AIA,Anguilla,4/1/2020,2,0,0,0,133.316,0,0,0,,,,,
AIA,Anguilla,4/2/2020,2,0,0,0,133.316,0,0,0,,,,,
AIA,Anguilla,4/3/2020,3,1,0,0,199.973,66.658,0,0,,,,,
AIA,Anguilla,4/4/2020,3,0,0,0,199.973,0,0,0,,,,,
AIA,Anguilla,4/5/2020,3,0,0,0,199.973,0,0,0,,,,,
AIA,Anguilla,4/6/2020,3,0,0,0,199.973,0,0,0,,,,,
AIA,Anguilla,4/7/2020,3,0,0,0,199.973,0,0,0,,,,,
AIA,Anguilla,4/8/2020,3,0,0,0,199.973,0,0,0,,,,,
AIA,Anguilla,4/9/2020,3,0,0,0,199.973,0,0,0,,,,,
AIA,Anguilla,4/10/2020,3,0,0,0,199.973,0,0,0,,,,,
AIA,Anguilla,4/11/2020,3,0,0,0,199.973,0,0,0,,,,,
AIA,Anguilla,4/12/2020,3,0,0,0,199.973,0,0,0,,,,,
AIA,Anguilla,4/13/2020,3,0,0,0,199.973,0,0,0,,,,,
AIA,Anguilla,4/14/2020,3,0,0,0,199.973,0,0,0,,,,,
AIA,Anguilla,4/15/2020,3,0,0,0,199.973,0,0,0,,,,,
AIA,Anguilla,4/16/2020,3,0,0,0,199.973,0,0,0,,,,,
AIA,Anguilla,4/17/2020,3,0,0,0,199.973,0,0,0,,,,,
AIA,Anguilla,4/18/2020,3,0,0,0,199.973,0,0,0,,,,,
AIA,Anguilla,4/19/2020,3,0,0,0,199.973,0,0,0,,,,,
AIA,Anguilla,4/20/2020,3,0,0,0,199.973,0,0,0,,,,,
ALB,Albania,3/9/2020,2,2,0,0,0.695,0.695,0,0,,,,,
ALB,Albania,3/10/2020,6,4,0,0,2.085,1.39,0,0,,,,,
ALB,Albania,3/11/2020,10,4,0,0,3.475,1.39,0,0,,,,,
ALB,Albania,3/12/2020,11,1,1,1,3.822,0.347,0.347,0.347,,,,,
ALB,Albania,3/13/2020,23,12,1,0,7.992,4.17,0.347,0,,,,,
ALB,Albania,3/14/2020,33,10,1,0,11.467,3.475,0.347,0,,,,,
ALB,Albania,3/15/2020,38,5,1,0,13.205,1.737,0.347,0,,,,,
ALB,Albania,3/16/2020,42,4,1,0,14.594,1.39,0.347,0,,,,,
ALB,Albania,3/17/2020,51,9,1,0,17.722,3.127,0.347,0,,,,,
ALB,Albania,3/18/2020,55,4,1,0,19.112,1.39,0.347,0,,,,,
ALB,Albania,3/19/2020,59,4,2,1,20.502,1.39,0.695,0.347,,,,,
ALB,Albania,3/20/2020,70,11,2,0,24.324,3.822,0.695,0,,,,,
ALB,Albania,3/21/2020,70,0,2,0,24.324,0,0.695,0,,,,,
ALB,Albania,3/22/2020,76,6,2,0,26.409,2.085,0.695,0,,,,,
ALB,Albania,3/23/2020,89,13,2,0,30.926,4.517,0.695,0,,,,,
ALB,Albania,3/24/2020,100,11,4,2,34.749,3.822,1.39,0.695,,,,,
ALB,Albania,3/25/2020,123,23,5,1,42.741,7.992,1.737,0.347,,,,,
ALB,Albania,3/26/2020,146,23,5,0,50.733,7.992,1.737,0,,,,,
ALB,Albania,3/27/2020,174,28,6,1,60.463,9.73,2.085,0.347,,,,,
ALB,Albania,3/28/2020,186,12,9,3,64.633,4.17,3.127,1.042,,,,,
ALB,Albania,3/29/2020,197,11,10,1,68.455,3.822,3.475,0.347,,,,,
ALB,Albania,3/30/2020,212,15,10,0,73.667,5.212,3.475,0,,,,,
ALB,Albania,3/31/2020,223,11,12,2,77.49,3.822,4.17,0.695,,,,,
ALB,Albania,4/1/2020,243,20,15,3,84.44,6.95,5.212,1.042,,,,,
ALB,Albania,4/2/2020,259,16,15,0,89.999,5.56,5.212,0,,,,,
ALB,Albania,4/3/2020,277,18,16,1,96.254,6.255,5.56,0.347,,,,,
ALB,Albania,4/4/2020,304,27,17,1,105.636,9.382,5.907,0.347,,,,,
ALB,Albania,4/5/2020,333,29,19,2,115.713,10.077,6.602,0.695,,,,,
ALB,Albania,4/6/2020,361,28,21,2,125.443,9.73,7.297,0.695,,,,,
ALB,Albania,4/7/2020,377,16,22,1,131.003,5.56,7.645,0.347,,,,,
ALB,Albania,4/8/2020,383,6,22,0,133.088,2.085,7.645,0,,,,,
ALB,Albania,4/9/2020,400,17,22,0,138.995,5.907,7.645,0,,,,,
ALB,Albania,4/10/2020,409,9,23,1,142.122,3.127,7.992,0.347,,,,,
ALB,Albania,4/11/2020,416,7,23,0,144.555,2.432,7.992,0,,,,,
ALB,Albania,4/12/2020,433,17,23,0,150.462,5.907,7.992,0,,,,,
ALB,Albania,4/13/2020,446,13,23,0,154.979,4.517,7.992,0,,,,,
ALB,Albania,4/14/2020,467,21,23,0,162.277,7.297,7.992,0,,,,,
ALB,Albania,4/15/2020,475,8,24,1,165.057,2.78,8.34,0.347,,,,,
ALB,Albania,4/16/2020,494,19,25,1,171.659,6.602,8.687,0.347,,,,,
ALB,Albania,4/17/2020,518,24,26,1,179.999,8.34,9.035,0.347,,,,,
ALB,Albania,4/18/2020,539,21,26,0,187.296,7.297,9.035,0,,,,,
ALB,Albania,4/19/2020,548,9,26,0,190.423,3.127,9.035,0,,,,,
ALB,Albania,4/20/2020,562,14,26,0,195.288,4.865,9.035,0,,,,,
AND,Andorra,3/3/2020,1,1,0,0,12.942,12.942,0,0,,,,,
AND,Andorra,3/14/2020,2,1,0,0,25.885,12.942,0,0,,,,,
AND,Andorra,3/16/2020,5,3,0,0,64.712,38.827,0,0,,,,,
AND,Andorra,3/17/2020,14,9,0,0,181.195,116.482,0,0,,,,,
AND,Andorra,3/18/2020,14,0,0,0,181.195,0,0,0,,,,,
AND,Andorra,3/19/2020,53,39,0,0,685.951,504.756,0,0,,,,,
AND,Andorra,3/20/2020,75,22,0,0,970.685,284.734,0,0,,,,,
AND,Andorra,3/21/2020,75,0,0,0,970.685,0,0,0,,,,,
AND,Andorra,3/22/2020,88,13,0,0,1138.937,168.252,0,0,,,,,
AND,Andorra,3/23/2020,113,25,0,0,1462.499,323.562,0,0,,,,,
AND,Andorra,3/24/2020,133,20,0,0,1721.349,258.849,0,0,,,,,
AND,Andorra,3/25/2020,164,31,0,0,2122.565,401.217,0,0,,,,,
AND,Andorra,3/26/2020,188,24,0,0,2433.184,310.619,0,0,,,,,
AND,Andorra,3/27/2020,224,36,3,3,2899.113,465.929,38.827,38.827,,,,,
AND,Andorra,3/28/2020,267,43,3,0,3455.64,556.526,38.827,0,,,,,
AND,Andorra,3/29/2020,308,41,4,1,3986.281,530.641,51.77,12.942,,,,,
AND,Andorra,3/30/2020,334,26,6,2,4322.785,336.504,77.655,25.885,,,,,
AND,Andorra,3/31/2020,370,36,8,2,4788.714,465.929,103.54,25.885,,,,,
AND,Andorra,4/1/2020,376,6,12,4,4866.369,77.655,155.31,51.77,,,,,
AND,Andorra,4/2/2020,390,14,14,2,5047.564,181.195,181.195,25.885,,,,,
AND,Andorra,4/3/2020,428,38,15,1,5539.377,491.814,194.137,12.942,,,,,
AND,Andorra,4/4/2020,439,11,16,1,5681.745,142.367,207.08,12.942,,,,,
AND,Andorra,4/5/2020,466,27,17,1,6031.191,349.447,220.022,12.942,,,,,
AND,Andorra,4/6/2020,501,35,18,1,6484.178,452.986,232.964,12.942,,,,,
AND,Andorra,4/7/2020,526,25,21,3,6807.74,323.562,271.792,38.827,,,,,
AND,Andorra,4/8/2020,545,19,22,1,7053.647,245.907,284.734,12.942,,,,,
AND,Andorra,4/9/2020,564,19,23,1,7299.553,245.907,297.677,12.942,,,,,
AND,Andorra,4/10/2020,583,19,25,2,7545.46,245.907,323.562,25.885,,,,,
AND,Andorra,4/11/2020,601,18,26,1,7778.425,232.964,336.504,12.942,,,,,
AND,Andorra,4/12/2020,622,21,28,2,8050.217,271.792,362.389,25.885,,,,,
AND,Andorra,4/13/2020,638,16,29,1,8257.296,207.08,375.332,12.942,,,,,
AND,Andorra,4/14/2020,646,8,29,0,8360.836,103.54,375.332,0,,,,,
AND,Andorra,4/15/2020,659,13,31,2,8529.088,168.252,401.217,25.885,,,,,
AND,Andorra,4/16/2020,673,14,33,2,8710.283,181.195,427.102,25.885,,,,,
AND,Andorra,4/17/2020,682,9,33,0,8826.765,116.482,427.102,0,,,,,
AND,Andorra,4/18/2020,696,14,35,2,9007.96,181.195,452.986,25.885,,,,,
AND,Andorra,4/19/2020,704,8,35,0,9111.499,103.54,452.986,0,,,,,
AND,Andorra,4/20/2020,713,9,36,1,9227.982,116.482,465.929,12.942,,,,,
ARE,United Arab Emirates,12/31/2019,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/1/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/2/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/3/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/4/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/5/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/6/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/7/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/8/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/9/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/10/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/11/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/12/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/13/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/14/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/15/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/16/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/17/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/18/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/19/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/20/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/21/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/22/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/23/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/24/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/25/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/26/2020,0,0,0,0,0,0,0,0,,,,,
ARE,United Arab Emirates,1/27/2020,1,1,0,0,0.101,0.101,0,0,,,,,
ARE,United Arab Emirates,1/28/2020,1,0,0,0,0.101,0,0,0,,,,,
ARE,United Arab Emirates,1/29/2020,1,0,0,0,0.101,0,0,0,,,,,
ARE,United Arab Emirates,1/30/2020,4,3,0,0,0.404,0.303,0,0,,,,,
ARE,United Arab Emirates,1/31/2020,4,0,0,0,0.404,0,0,0,,,,,
ARE,United Arab Emirates,2/1/2020,4,0,0,0,0.404,0,0,0,,,,,
ARE,United Arab Emirates,2/2/2020,5,1,0,0,0.506,0.101,0,0,,,,,
ARE,United Arab Emirates,2/3/2020,5,0,0,0,0.506,0,0,0,,,,,
ARE,United Arab Emirates,2/4/2020,5,0,0,0,0.506,0,0,0,,,,,
ARE,United Arab Emirates,2/5/2020,5,0,0,0,0.506,0,0,0,,,,,
ARE,United Arab Emirates,2/6/2020,5,0,0,0,0.506,0,0,0,,,,,
ARE,United Arab Emirates,2/7/2020,5,0,0,0,0.506,0,0,0,,,,,
ARE,United Arab Emirates,2/8/2020,7,2,0,0,0.708,0.202,0,0,,,,,
ARE,United Arab Emirates,2/9/2020,7,0,0,0,0.708,0,0,0,,,,,
ARE,United Arab Emirates,2/10/2020,7,0,0,0,0.708,0,0,0,,,,,
ARE,United Arab Emirates,2/11/2020,8,1,0,0,0.809,0.101,0,0,,,,,
ARE,United Arab Emirates,2/12/2020,8,0,0,0,0.809,0,0,0,,,,,
ARE,United Arab Emirates,2/13/2020,8,0,0,0,0.809,0,0,0,,,,,
ARE,United Arab Emirates,2/14/2020,8,0,0,0,0.809,0,0,0,,,,,
ARE,United Arab Emirates,2/15/2020,8,0,0,0,0.809,0,0,0,,,,,
ARE,United Arab Emirates,2/16/2020,8,0,0,0,0.809,0,0,0,,,,,
ARE,United Arab Emirates,2/17/2020,9,1,0,0,0.91,0.101,0,0,,,,,
ARE,United Arab Emirates,2/18/2020,9,0,0,0,0.91,0,0,0,,,,,
ARE,United Arab Emirates,2/19/2020,9,0,0,0,0.91,0,0,0,,,,,
ARE,United Arab Emirates,2/20/2020,9,0,0,0,0.91,0,0,0,,,,,
ARE,United Arab Emirates,2/21/2020,9,0,0,0,0.91,0,0,0,,,,,
ARE,United Arab Emirates,2/22/2020,11,2,0,0,1.112,0.202,0,0,,,,,
ARE,United Arab Emirates,2/23/2020,13,2,0,0,1.314,0.202,0,0,,,,,
ARE,United Arab Emirates,2/24/2020,13,0,0,0,1.314,0,0,0,,,,,
ARE,United Arab Emirates,2/25/2020,13,0,0,0,1.314,0,0,0,,,,,
ARE,United Arab Emirates,2/26/2020,13,0,0,0,1.314,0,0,0,,,,,
ARE,United Arab Emirates,2/27/2020,13,0,0,0,1.314,0,0,0,,,,,
ARE,United Arab Emirates,2/28/2020,19,6,0,0,1.921,0.607,0,0,,,,,
ARE,United Arab Emirates,2/29/2020,19,0,0,0,1.921,0,0,0,,,,,
ARE,United Arab Emirates,3/1/2020,21,2,0,0,2.123,0.202,0,0,,,,,
ARE,United Arab Emirates,3/2/2020,21,0,0,0,2.123,0,0,0,,,,,
ARE,United Arab Emirates,3/4/2020,27,6,0,0,2.73,0.607,0,0,,,,,
ARE,United Arab Emirates,3/6/2020,29,2,0,0,2.932,0.202,0,0,,,,,
